Gene = Gale
Position 1616: 2.634504459730814e-06
Position 2259: 2.407452654971332e-06
Position 1248: 2.3917751664308514e-06
Position 188: 2.3744183476227643e-06
Position 2364: 2.325789832697637e-06
Position 2165: 2.2958053517460223e-06
Position 86: 1.9456364568264786e-06
Position 1590: 1.920770487339631e-06
Position 655: 1.8795003078119852e-06
Position 2517: 1.8604879636638367e-06
Position 182: 1.617723780629068e-06
Position 786: 1.3238680713270416e-06
Position 101: 1.2589901114496635e-06
Position 776: 1.2283853322032277e-06
Position 216: 1.095662397777616e-06
Position 1959: 9.486265923507339e-07
Position 1947: 7.321210562955356e-07
Position 175: 4.679217546421602e-07
Position 2379: 4.1083629785293375e-07
Position 658: 4.0786062956317596e-07
Position 277: 2.793560551876052e-07
Position 2454: 2.7107795277199086e-07
Position 2469: 1.7563603730678877e-07
Position 221: 1.0244239913381668e-07
Position 2271: 9.558949188416914e-08
Position 2547: 9.453035599339535e-08
Position 403: 8.752324834364698e-08
Position 285: 7.563019372300727e-08
Position 229: 5.785079798506844e-08
Position 273: 2.2873565445763328e-08
Position 501: 2.179806497491808e-08
Position 804: 1.8761469150251957e-08
Position 836: 1.6772082963217286e-08
Position 801: 2.4181242430243425e-09
Position 768: 2.200450499732788e-09
Position 463: 1.5135085005268564e-09
Position 843: 1.3672073336686157e-09
Position 840: 8.976474469147755e-10
Position 133: 7.618833926928127e-10
Position 207: 3.9256582512529277e-10
Position 279: 9.656617133135939e-11
