Gene = RhoGDI
Position 2376: 0.0030833892074207054
Position 3721: 0.0030269735089652142
Position 2538: 0.0029186985498378328
Position 2535: 0.0021681107721619255
Position 2948: 0.0021173177294211533
Position 3282: 0.0019679996113158614
Position 3926: 0.001954282016428284
Position 2975: 0.0019439945616541564
Position 470: 0.0018389187334963068
Position 2849: 0.0018047657880162925
Position 3888: 0.0017186195218580102
Position 2398: 0.001588920040603445
Position 928: 0.0015063289279267295
Position 2102: 0.0014015621722855574
Position 3279: 0.001357222633050177
Position 1798: 0.0012704869689180221
Position 3575: 0.0012021300670648479
Position 3451: 0.0010571589938043807
Position 767: 0.0009672741983058775
Position 357: 0.0009237241879890916
Position 1980: 0.0008856834778074175
Position 3660: 0.0007975198789610419
Position 3953: 0.0007531530997220854
Position 1132: 0.000735794308954916
Position 2686: 0.0007356370901198398
Position 4133: 0.000622223491605671
Position 3246: 0.000603750599772793
Position 131: 0.00046997346589296884
Position 2681: 0.0004468791846886709
Position 3174: 0.0004367813586662416
Position 3704: 0.00043060159219746356
Position 1286: 0.000370636297141343
Position 3947: 0.0003637311759994365
Position 4153: 0.00035564965805617697
Position 866: 0.00031685081046549347
Position 2810: 0.0002995404808116705
Position 3005: 0.000260593919510268
Position 2935: 0.00024742185649627424
Position 844: 0.0002336476988021205
Position 723: 0.00022055611336484624
Position 4018: 0.00017812781465841097
Position 645: 0.0001613181651796319
Position 475: 0.0001542460101755058
Position 2552: 0.0001242968871881202
Position 3312: 9.954413463503077e-05
Position 2325: 9.8036234866455e-05
Position 3183: 9.33171410809008e-05
Position 901: 9.315911501912257e-05
Position 4043: 8.73195732837446e-05
Position 2438: 7.920718192624146e-05
Position 3291: 7.693089220501637e-05
Position 3356: 7.598851579273073e-05
Position 325: 7.040037032231061e-05
Position 3765: 6.881589009082195e-05
Position 891: 4.327669390674656e-05
Position 1864: 4.144011611418719e-05
Position 1867: 3.86157736497646e-05
Position 1570: 3.779899022303046e-05
Position 2546: 3.6246973772304875e-05
Position 3423: 3.586869177869112e-05
Position 472: 3.289955564070673e-05
Position 82: 2.2207364227579543e-05
Position 381: 2.1242172403789173e-05
Position 170: 2.0045741671153477e-05
Position 210: 1.7775148676235557e-05
Position 2612: 6.095128732846281e-06
Position 2600: 2.6518370966388205e-06
Position 2442: 2.2501758167382227e-06
Position 2736: 1.1553405813723264e-06
Position 68: 8.78521664756321e-07
Position 2586: 3.5344437127970663e-07
Position 966: 3.309475262566115e-07
Position 72: 2.0462165978559648e-07
Position 2819: 2.0196263195525435e-07
Position 905: 1.2764671147001775e-07
Position 484: 2.0304273707162882e-08
Position 387: 5.93764805063554e-10
