Gene = Pc
Position 6044: 0.0014842470405694677
Position 1960: 0.0014510874772995655
Position 9719: 0.0011978783189375368
Position 7201: 0.0011509585204499237
Position 2360: 0.001068532316478379
Position 1767: 0.0009831177183131845
Position 1981: 0.0008442268530127258
Position 3456: 0.0007817960476134938
Position 333: 0.0006383811551403422
Position 968: 0.0005642212256318343
Position 4655: 0.0004936442448592473
Position 5602: 0.0004641644590766218
Position 5386: 0.00046050934300490216
Position 11874: 0.00034929011897567966
Position 3037: 0.0003481057089580767
Position 1282: 0.0003455372336067414
Position 2342: 0.00027616805669150417
Position 561: 0.00023005433130927184
Position 325: 0.00016812027347756002
Position 2679: 0.0001378179844044932
Position 253: 0.00012184470319929938
Position 1398: 0.00011992648520400366
Position 2841: 0.00010742634611125908
Position 2825: 0.0001050305181017144
Position 1772: 0.00010329473324467119
Position 493: 8.871926926525011e-05
Position 971: 8.805305438663242e-05
Position 363: 4.663626201783217e-05
Position 953: 3.997994837451386e-05
Position 3086: 2.297507207193958e-05
Position 211: 1.7012873206219638e-05
Position 1404: 1.0800535940251981e-05
Position 2133: 9.99487021721316e-06
Position 675: 8.341217053019945e-06
Position 858: 8.091183788659567e-06
Position 1736: 8.00925469019571e-06
Position 1007: 6.987508893939412e-06
Position 872: 6.459468281570254e-06
Position 3506: 6.263485095772539e-06
Position 2492: 6.190669484940819e-06
Position 365: 6.118654074299629e-06
Position 1019: 5.411476698718999e-06
Position 1892: 5.267110781581191e-06
Position 2548: 4.540414284781409e-06
Position 2951: 4.4266424089438545e-06
Position 5958: 3.5972720599515177e-06
Position 6157: 3.555805448948666e-06
Position 4874: 3.2461798168383174e-06
Position 416: 3.1307591161010816e-06
Position 1988: 3.0503256503684694e-06
Position 2042: 3.0411319472639947e-06
Position 2425: 2.7250255739165054e-06
Position 127: 2.605228601692643e-06
Position 5019: 2.5199232465729035e-06
Position 1111: 2.4461928700360177e-06
Position 182: 2.3267161123570795e-06
Position 173: 2.2613907292623996e-06
Position 3684: 2.0859338633143525e-06
Position 3737: 1.986512643123372e-06
Position 4466: 1.901363679350541e-06
Position 4697: 1.8421848815362636e-06
Position 2452: 1.7938508420644426e-06
Position 3982: 1.692305730348505e-06
Position 4577: 1.6818409504587334e-06
Position 3665: 1.6807658653312803e-06
Position 2206: 1.5746864910091028e-06
Position 3690: 1.5347764211692463e-06
Position 801: 1.4573166734752577e-06
Position 92: 1.3301884077406746e-06
Position 1492: 1.262074320467538e-06
Position 5260: 9.631260430695533e-07
Position 3962: 8.496255118617664e-07
Position 223: 8.433224734254931e-07
Position 4910: 7.992965605610714e-07
Position 5038: 6.892009426025476e-07
Position 1221: 6.598222741500647e-07
Position 549: 5.259221032034258e-07
Position 4364: 4.6428200635825057e-07
Position 999: 4.528805210050888e-07
Position 4132: 3.966340795645318e-07
Position 4439: 3.886697519403186e-07
Position 4083: 3.615549759201659e-07
Position 3952: 3.1104638624360587e-07
Position 136: 2.982448444752791e-07
Position 4051: 2.961008996565491e-07
Position 1134: 2.9175945864868897e-07
Position 3377: 2.5139074510185627e-07
Position 1236: 2.4086987753974675e-07
Position 2715: 2.1185367430717813e-07
Position 3908: 1.691043854132182e-07
Position 220: 1.551811043433947e-07
Position 687: 1.4179973719677884e-07
Position 735: 1.407809797025508e-07
Position 1530: 5.988921667667128e-08
Position 142: 2.4625975314333927e-08
Position 122: 6.384096262281346e-09
Position 1164: 5.356453574331003e-09
Position 567: 5.0830021776292045e-09
Position 1146: 5.008533794786099e-09
Position 579: 4.852327478611671e-09
Position 1185: 4.558865992402803e-09
Position 2702: 2.0781191364309627e-09
Position 772: 1.923863684682652e-09
Position 228: 1.440796192926354e-09
Position 196: 1.1250163550140288e-10
Position 2171: 3.3160653200427886e-11
Position 1341: 1.813642155960111e-11
Position 1205: 1.807446256579994e-11
Position 1143: 1.5825899478317464e-11
Position 1128: 1.556276081056978e-11
Position 1258: 1.2159566045258158e-11
Position 603: 4.109967836591222e-12
Position 927: 3.150915568151434e-12
Position 1182: 2.836095273706722e-12
Position 1167: 2.803882786375518e-12
Position 693: 2.3446113525670953e-12
Position 813: 1.6771574018848813e-12
Position 690: 1.4727217999682053e-12
Position 939: 1.4347725667006588e-12
Position 679: 1.2955727746560373e-12
Position 714: 7.634777196141407e-13
Position 448: 3.8652705132962673e-13
Position 132: 2.200730763522517e-14
Position 233: 7.578018008063505e-20
