Gene = Bre1
Position 1305: 0.0002530327283780115
Position 577: 0.00023674889702196246
Position 1196: 0.00022400812361955325
Position 3059: 0.00021994934571755462
Position 685: 0.00021104538182544
Position 4266: 0.000197268006413783
Position 1912: 0.00018200445427384604
Position 1363: 0.0001746201436697807
Position 865: 0.00015373254550083405
Position 1888: 0.0001528788507314442
Position 1993: 0.0001299092505995902
Position 116: 0.00012706571899834897
Position 2092: 0.00012389491354535947
Position 3497: 0.00012261937078444744
Position 3293: 0.00011727428755646153
Position 2927: 0.00011543884122360576
Position 1171: 0.000107133595152886
Position 2078: 0.00010338483260001839
Position 1084: 9.765958733388846e-05
Position 2305: 9.709312776513064e-05
Position 1060: 9.244753526558518e-05
Position 1123: 9.168261644652971e-05
Position 3731: 8.053867596104778e-05
Position 703: 7.929846723370021e-05
Position 1372: 7.838925351444178e-05
Position 2379: 7.830672962387237e-05
Position 3644: 7.821086011981002e-05
Position 1549: 7.750226768543365e-05
Position 3302: 7.662095613752364e-05
Position 1054: 7.627832958982393e-05
Position 3864: 7.532907274449852e-05
Position 920: 7.428507913349523e-05
Position 1933: 7.273530706922015e-05
Position 2853: 6.904360345200224e-05
Position 1426: 6.308402829815803e-05
Position 2314: 5.986953407342215e-05
Position 1648: 5.731340207743834e-05
Position 2601: 5.5932844802011975e-05
Position 1350: 5.408036933331988e-05
Position 3663: 5.3309393625293195e-05
Position 3023: 5.054187624997701e-05
Position 3647: 5.03389982312056e-05
Position 3197: 4.9789994536506033e-05
Position 2618: 4.9065222952158036e-05
Position 360: 4.7173150361314576e-05
Position 2230: 4.4576371589241705e-05
Position 598: 4.440692194015928e-05
Position 3002: 4.435713646735134e-05
Position 2437: 4.057834791616625e-05
Position 2261: 3.862946353729616e-05
Position 2141: 3.812956298238758e-05
Position 1545: 3.465482714239928e-05
Position 511: 3.295578902401918e-05
Position 130: 3.254851326235764e-05
Position 2612: 3.194325490038448e-05
Position 3792: 2.8415636275545464e-05
Position 1255: 2.726780029768724e-05
Position 3077: 2.6047970881032037e-05
Position 3296: 2.418597247014474e-05
Position 2014: 2.1658175774524762e-05
Position 1222: 2.1604382971248513e-05
Position 2086: 2.1440827672068233e-05
Position 843: 2.0848005241296327e-05
Position 2945: 2.057157059462194e-05
Position 926: 2.0417383625695136e-05
Position 3631: 1.959084251580892e-05
Position 1114: 1.9502157896101342e-05
Position 3527: 1.816690259366813e-05
Position 3365: 1.7743176575903695e-05
Position 141: 1.6856681827249665e-05
Position 943: 1.676878819210921e-05
Position 1663: 1.6283071790902755e-05
Position 3392: 1.4796227321025958e-05
Position 167: 1.3724231955811037e-05
Position 1150: 1.3444188312814619e-05
Position 1654: 1.1080295750942068e-05
Position 766: 1.08685409301839e-05
Position 3032: 1.0271181959967973e-05
Position 1141: 9.917840336897173e-06
Position 1901: 9.736445874484985e-06
Position 1384: 9.734352973325997e-06
Position 2284: 9.655334902423649e-06
Position 1804: 9.638950881774248e-06
Position 3201: 9.494540475982563e-06
Position 1705: 9.470412278045188e-06
Position 2571: 9.390568512239543e-06
Position 3275: 9.006850701423e-06
Position 1165: 8.050603449694837e-06
Position 4089: 8.007827428403773e-06
Position 404: 7.916260094878808e-06
Position 2915: 7.348493586030359e-06
Position 514: 7.036773771815288e-06
Position 3320: 6.894014401413218e-06
Position 1429: 6.274850484811492e-06
Position 1261: 5.6710990790435345e-06
Position 381: 5.653719909174262e-06
Position 2891: 5.494468118365835e-06
Position 721: 5.3438850487098515e-06
Position 490: 4.978541158556906e-06
Position 1201: 4.95037378607948e-06
Position 1807: 4.9313860013011146e-06
Position 946: 4.742426560665434e-06
Position 2233: 4.602318054637396e-06
Position 3471: 4.366758901747817e-06
Position 1175: 4.156667258395318e-06
Position 384: 4.063444693381211e-06
Position 2152: 3.9214250231374015e-06
Position 3224: 3.6873731006552917e-06
Position 2066: 3.681213614569086e-06
Position 1844: 3.6077492252056333e-06
Position 556: 3.604463508094038e-06
Position 1828: 3.3254100496941764e-06
Position 940: 3.2776486586153646e-06
Position 2951: 3.2490102606466505e-06
Position 2128: 3.0499596004914587e-06
Position 1801: 2.858231578025559e-06
Position 763: 2.512870977556093e-06
Position 1690: 2.3551276630441645e-06
Position 88: 2.247761645126145e-06
Position 2117: 2.1730129456994667e-06
Position 3014: 1.996047368799336e-06
Position 2651: 1.772629439996346e-06
Position 2687: 1.318123404170112e-06
Position 1772: 1.1118968958826055e-06
Position 3260: 1.0842357028104918e-06
Position 1018: 8.925524607338829e-07
Position 77: 8.15481722026039e-07
Position 2627: 6.975155227727724e-07
Position 1732: 6.536959944664021e-07
Position 1669: 5.487395645153432e-07
Position 810: 4.515713005518033e-07
Position 523: 2.0528153358631557e-07
Position 2633: 1.5669668774151656e-07
Position 649: 1.431557492599221e-07
Position 586: 1.2440199309344097e-07
Position 518: 1.1208782318249334e-07
Position 475: 9.202693684103838e-08
Position 82: 8.243808670025305e-08
Position 415: 5.611601378832723e-08
Position 427: 4.5518481503914514e-08
Position 259: 3.9349949117537903e-08
Position 3155: 3.746559057343879e-08
Position 3368: 3.695235864354337e-08
Position 800: 3.2703547596362147e-08
Position 66: 2.042993316119441e-08
Position 430: 1.885503873744762e-08
Position 62: 6.4768909889372996e-09
Position 1753: 5.324148906144371e-09
Position 1786: 2.1304631860675474e-09
Position 1747: 1.136142717048758e-09
Position 2666: 2.719441536567022e-10
Position 2684: 1.5918251394232158e-10
Position 204: 7.95824333643767e-11
Position 2672: 1.7280031509493147e-11
Position 254: 1.690417537479753e-11
Position 550: 9.489248952372446e-12
Position 478: 1.446676368932102e-14
Position 442: 1.4331660071872276e-14
