Gene = l(3)76BDm
Position 2244: 0.0002713643989168974
Position 3394: 0.00023419471695882915
Position 400: 0.00022818090824104043
Position 3231: 0.00022812817297534113
Position 3871: 0.00022041528047185612
Position 3957: 0.00020820018171981538
Position 3919: 0.00019691341456088904
Position 1428: 0.00019389502948472662
Position 3161: 0.0001844836642956136
Position 4787: 0.00015404077516695383
Position 4772: 0.00014912144957500464
Position 1251: 0.0001363522798706183
Position 3859: 0.00013482953262733955
Position 60: 0.0001284894484918899
Position 5003: 0.00012494626575022718
Position 3934: 0.00011944015858573448
Position 2847: 0.00010620908682913665
Position 4887: 0.00010409232113490783
Position 3366: 9.813617429913605e-05
Position 4384: 9.681117660325825e-05
Position 2697: 9.26054709008798e-05
Position 4425: 9.054671478953644e-05
Position 2914: 8.294392347975998e-05
Position 4322: 8.288592232131932e-05
Position 447: 7.413125338217922e-05
Position 1796: 7.203284183210297e-05
Position 3461: 6.611484743849358e-05
Position 49: 6.075551140947907e-05
Position 571: 6.039035664463309e-05
Position 1107: 4.8436844002294935e-05
Position 4204: 4.733273771937284e-05
Position 2110: 4.5314457421570965e-05
Position 1992: 4.449907200654342e-05
Position 228: 4.354727432951231e-05
Position 5011: 4.3349507421875535e-05
Position 3155: 4.303734904737983e-05
Position 4738: 4.137314939124238e-05
Position 4796: 4.116580226529646e-05
Position 3631: 3.9660110094202916e-05
Position 2455: 3.820644550374885e-05
Position 906: 3.790252582041894e-05
Position 39: 3.7644305952658927e-05
Position 731: 3.6762389246162095e-05
Position 4427: 3.4513038242622054e-05
Position 868: 3.409632352529498e-05
Position 3799: 3.346966869400469e-05
Position 219: 3.027148828128045e-05
Position 2605: 2.9888858200625713e-05
Position 3038: 2.9559913433574563e-05
Position 283: 2.927194500426707e-05
Position 1999: 2.7664474860042064e-05
Position 2115: 2.6727779155091395e-05
Position 1982: 2.6306337841912962e-05
Position 73: 2.5764711357757665e-05
Position 936: 2.5426572432395247e-05
Position 825: 2.4784663877396136e-05
Position 4850: 2.4744149973878747e-05
Position 1099: 2.372330732457067e-05
Position 1219: 2.3028512220862443e-05
Position 3975: 2.2026274823213905e-05
Position 1677: 2.112285030358464e-05
Position 2716: 2.065216906270374e-05
Position 1967: 2.0431154062066593e-05
Position 848: 2.0306758502627506e-05
Position 3901: 2.0253832357240316e-05
Position 3895: 1.975264716728102e-05
Position 651: 1.766754285076581e-05
Position 3184: 1.7298674116281692e-05
Position 1245: 1.6581059239325833e-05
Position 2194: 1.5882330658000297e-05
Position 2473: 1.584612594491027e-05
Position 4727: 1.4303646539557718e-05
Position 4439: 1.3702418710145039e-05
Position 1969: 1.3486963485732521e-05
Position 389: 1.3121153556161866e-05
Position 3144: 1.211587358777225e-05
Position 1109: 1.1264249534246711e-05
Position 3172: 1.0907570940470885e-05
Position 37: 1.083708441601597e-05
Position 1557: 9.22250809179069e-06
Position 422: 8.484906714835577e-06
Position 2686: 8.42154053343237e-06
Position 4478: 8.238792050044463e-06
Position 2296: 7.4737563195545855e-06
Position 1604: 6.900806995427449e-06
Position 42: 6.585291107204851e-06
Position 2674: 6.123237755681375e-06
Position 148: 6.109491241012413e-06
Position 202: 5.925079185806264e-06
Position 1339: 5.850078091230821e-06
Position 4414: 5.389099533385798e-06
Position 4180: 5.163244043923384e-06
Position 1082: 5.146528508086799e-06
Position 44: 5.001717145957574e-06
Position 1471: 4.201957722451308e-06
Position 1801: 4.070612814590392e-06
Position 2824: 4.008274771818267e-06
Position 1578: 3.9491992003306485e-06
Position 1596: 3.759743069328142e-06
Position 2615: 3.3736457772339726e-06
Position 5005: 3.1924195724304287e-06
Position 4740: 2.8568739796483816e-06
Position 5029: 2.779359782467639e-06
Position 4171: 2.59948988426473e-06
Position 392: 2.4576905287750675e-06
Position 3854: 2.3508943437258557e-06
Position 2881: 2.2505471181079577e-06
Position 1594: 2.0464154644371145e-06
Position 1524: 1.9932900441083833e-06
Position 411: 1.981578889384868e-06
Position 98: 1.911337340862634e-06
Position 403: 1.8935893669294636e-06
Position 2887: 1.8926555986005258e-06
Position 67: 1.7816226993319426e-06
Position 803: 1.341063194977683e-06
Position 879: 1.315230102721694e-06
Position 271: 9.316987534516872e-07
Position 2086: 8.176159507058933e-07
Position 1014: 7.723141428191637e-07
Position 871: 7.437744881316076e-07
Position 1509: 5.960667252237686e-07
Position 655: 4.991054802364168e-07
Position 2336: 4.757981695544136e-07
Position 2672: 3.6074483464602594e-07
Position 1480: 3.2617967950510975e-07
Position 158: 3.066451122483845e-07
Position 2656: 2.0714237022757513e-07
Position 2704: 1.1453445857258108e-07
Position 4464: 1.0369158950263769e-07
Position 2370: 6.607287647467957e-08
Position 4457: 5.5935566390655783e-08
Position 153: 5.2629625842626243e-08
Position 565: 4.924004356238184e-08
Position 4630: 3.0965930023194335e-08
Position 584: 3.010578881431959e-08
Position 4137: 1.8674894964556402e-08
Position 3856: 8.888830631842465e-09
Position 3601: 7.40418250373412e-09
Position 2932: 6.001591997859219e-09
Position 4145: 4.954096534131048e-09
Position 563: 4.0466848448860454e-09
Position 3830: 3.9584661963219475e-09
Position 1696: 3.761080189569514e-09
Position 2413: 2.9287746354825355e-09
Position 773: 2.498275702733063e-09
Position 596: 1.5477092158047267e-09
Position 1043: 1.0480277602654242e-09
Position 575: 5.812684626411525e-10
Position 723: 3.794150504394671e-10
Position 2032: 2.928111587539086e-10
Position 1718: 2.71942625324826e-10
Position 601: 2.5306827638818557e-10
Position 1300: 2.3902261462823395e-10
Position 2008: 1.3771936620159862e-10
Position 3566: 1.373024766659674e-10
Position 3562: 1.3325964665384634e-10
Position 552: 8.780944237799199e-11
Position 550: 6.265063088599109e-11
Position 520: 3.562114115643219e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 535: 0.9979299564672597
Position 2041: 0.9954789585068007
Position 2598: 0.9860593615508011
Position 756: 0.9803615529687312
Position 1738: 0.9775844114026188
Position 4127: 0.9740481220425437
Position 3571: 0.9275819991596489
Position 3822: 0.06045962917715886
Position 3430: 0.04758857319513687
Position 2309: 0.0413750284308783
Position 3816: 0.024975224212550114
Position 3597: 0.017358019692273553
Position 2942: 0.016396585863430117
Position 3132: 0.016073991295856415
Position 1283: 0.014407132222682103
Position 3231: 0.013646044837311804
Position 1219: 0.012425039576198222
Position 4294: 0.009734089829252817
Position 2330: 0.009363863929064768
Position 1514: 0.008048658324778286
Position 2381: 0.007944044160824433
Position 4830: 0.007837270933753103
Position 1980: 0.007783446779245184
Position 2686: 0.0070919087667408
Position 3892: 0.006760977650294404
Position 3840: 0.006607666136684109
Position 765: 0.005698801370324483
Position 3279: 0.005163171893849217
Position 1815: 0.004582994093562551
Position 879: 0.004431129795554921
Position 1238: 0.004293747705594766
Position 1836: 0.004244343573860464
Position 1349: 0.0039377762684337635
Position 3601: 0.0036207192538855555
Position 4204: 0.003540410105925802
Position 3246: 0.0033829114093903104
Position 3296: 0.0033522936695930157
Position 4137: 0.0030477983969749906
Position 4067: 0.0027877318993635935
Position 2859: 0.002534822731414921
Position 67: 0.002001135614455568
Position 1133: 0.001851655859401976
Position 868: 0.0017632087617528748
Position 2947: 0.0017137278215236065
Position 2097: 0.0015964588498711032
Position 3108: 0.0015556940488850042
Position 2656: 0.0015334641074254659
Position 2758: 0.0014819964840297902
Position 3708: 0.0014060014868910427
Position 4616: 0.0013713770179332794
Position 2930: 0.0011220713187421673
Position 2048: 0.0010352177400057257
Position 2318: 0.001011440779014014
Position 2378: 0.0009878658786435708
Position 3061: 0.000944114578227791
Position 5073: 0.0009054268950509966
Position 889: 0.0008114493051949778
Position 5049: 0.0007678404764918361
Position 3844: 0.0007457436116156077
Position 4675: 0.0006449661980871035
Position 894: 0.0006395925949975106
Position 902: 0.0006133765131991289
Position 4096: 0.0006110829735053368
Position 3251: 0.00045749392002247623
Position 3627: 0.00044474096248019575
Position 2862: 0.0004361581972810853
Position 386: 0.0004153485439404512
Position 1384: 0.0003936368038340121
Position 1863: 0.00038267869040346325
Position 3670: 0.00036171829026624157
Position 3905: 0.00034655999827398857
Position 2281: 0.00034614673084563485
Position 3208: 0.0003451251549361519
Position 3863: 0.00033076435929571763
Position 3144: 0.0003249915292741744
Position 1480: 0.0002933375214238255
Position 1055: 0.0002730713558616347
Position 1446: 0.00022430223550620558
Position 4957: 0.0002081499327085203
Position 4891: 0.0002074061919166955
Position 2110: 0.00019704723115478132
Position 98: 0.00019587353131924004
Position 4309: 0.0001817973399026525
Position 2653: 0.00016947587582927015
Position 2881: 0.0001669057503271117
Position 2224: 0.0001650961775596637
Position 2734: 0.0001647049330426533
Position 3606: 0.00015239881136922562
Position 3480: 0.0001443131089331852
Position 96: 0.00014222506480470674
Position 1181: 0.0001322286611462324
Position 1841: 0.00013109332174182794
Position 4359: 0.00011597786020556667
Position 2062: 0.00010797769465924273
Position 398: 0.00010649177741682314
Position 429: 0.00010459724760116642
Position 1058: 0.00010261542323351034
Position 1093: 0.00010258751525540976
Position 389: 9.681156551962382e-05
Position 4593: 9.559177631173174e-05
Position 3038: 9.473802029577637e-05
Position 3989: 9.166952891363967e-05
Position 2285: 9.090321212996258e-05
Position 944: 8.999173256263909e-05
Position 3919: 8.76727699330522e-05
Position 3826: 8.555409768796907e-05
Position 2405: 8.032567059705883e-05
Position 1258: 8.015184112497649e-05
Position 4149: 7.988315970971604e-05
Position 3612: 7.924701434864587e-05
Position 773: 7.32231396895344e-05
Position 1775: 7.122395257225926e-05
Position 635: 7.030939381763584e-05
Position 2997: 5.9597464503043504e-05
Position 4874: 5.9150020655203474e-05
Position 3485: 5.5933972550808694e-05
Position 2166: 5.3746779696757364e-05
Position 1393: 5.139297197877855e-05
Position 4960: 5.01128861790849e-05
Position 4937: 4.514466017790783e-05
Position 4098: 4.4059541577660464e-05
Position 1050: 4.3916212448939426e-05
Position 803: 4.064116487129986e-05
Position 2610: 3.9164559306613515e-05
Position 4318: 3.632328035316812e-05
Position 2183: 3.1418059149063214e-05
Position 326: 2.8413177455616842e-05
Position 3055: 2.80020983981827e-05
Position 165: 2.6506752088614104e-05
Position 1177: 2.336266835493038e-05
Position 3058: 2.2805720414230945e-05
Position 1600: 2.2519354946413887e-05
Position 1592: 2.1773330096115165e-05
Position 4528: 2.071191290135955e-05
Position 1760: 2.066777967115768e-05
Position 434: 1.9168258072037854e-05
Position 2271: 1.8296954541968843e-05
Position 2118: 1.766296750781666e-05
Position 1293: 1.7553365780705305e-05
Position 1390: 1.7234488031839968e-05
Position 2413: 1.643472100702996e-05
Position 2336: 1.56074987173345e-05
Position 4464: 1.5512341279148957e-05
Position 2077: 1.4547860525439918e-05
Position 3341: 1.4451963802141123e-05
Position 158: 1.431043025735748e-05
Position 308: 1.3762288958862298e-05
Position 1006: 1.307013625032484e-05
Position 4562: 1.2743093915602683e-05
Position 4159: 1.2544313506003085e-05
Position 1642: 1.2490786117711534e-05
Position 3052: 1.2183372515560033e-05
Position 1242: 1.1482768320966815e-05
Position 4590: 1.1464350349285111e-05
Position 1677: 1.0715326725395331e-05
Position 3190: 1.0682983497113375e-05
Position 1014: 1.0480489012332192e-05
Position 2817: 1.0069298619676046e-05
Position 3064: 9.988965152993184e-06
Position 302: 9.903573406555995e-06
Position 2016: 9.649935000531113e-06
Position 2893: 9.484996664715775e-06
Position 4430: 9.100877224315026e-06
Position 995: 8.423155820452648e-06
Position 3922: 8.143218428576807e-06
Position 2840: 7.417290072339258e-06
Position 3720: 5.2420581525734896e-06
Position 977: 5.2009510509968095e-06
Position 941: 4.718762059238328e-06
Position 1030: 4.705702723751639e-06
Position 3678: 4.6466576522672525e-06
Position 800: 4.539660364299799e-06
Position 2615: 4.222555526820858e-06
Position 3631: 3.7179820632156636e-06
Position 4574: 2.981713122294709e-06
Position 1550: 2.9808371961522298e-06
Position 2147: 2.977747664047637e-06
Position 2446: 2.7257469678195686e-06
Position 1578: 2.583258040683063e-06
Position 848: 2.562866681472575e-06
Position 950: 2.211022264318637e-06
Position 319: 1.6713320018466862e-06
Position 563: 1.5698344335103944e-06
Position 2455: 1.5043685571578532e-06
Position 1189: 1.4118091359719368e-06
Position 5002: 1.2195635630667729e-06
Position 1339: 1.1717467843488076e-06
Position 1933: 1.0077427479430764e-06
Position 2465: 9.664556240882263e-07
Position 437: 8.726551986250865e-07
Position 2437: 7.93470211553073e-07
Position 2154: 7.677812353537361e-07
Position 3187: 7.370950203447862e-07
Position 2341: 5.282357716108552e-07
Position 1686: 5.164658280520256e-07
Position 2462: 3.8446377380204964e-07
Position 2468: 3.7498558789095667e-07
Position 1937: 3.6820832305277247e-07
Position 2495: 3.5818102722767845e-07
Position 2408: 3.294753701075378e-07
Position 639: 3.2110139330362765e-07
Position 2228: 3.013984211054868e-07
Position 2778: 2.748938955922698e-07
Position 216: 2.533012376970957e-07
Position 2483: 2.3411683680190265e-07
Position 3212: 1.979797510036081e-07
Position 293: 1.8035131719803412e-07
Position 683: 1.7050453575834636e-07
Position 2486: 1.3235197617498066e-07
Position 2064: 1.239127672596449e-07
Position 73: 1.2018643871170944e-07
Position 277: 9.61803390569049e-08
Position 2123: 9.588961476693334e-08
Position 2115: 6.113344370494668e-08
Position 1025: 1.1631336400898632e-08
Position 228: 2.481360565872005e-09
Position 710: 2.044392713426873e-09
Position 258: 1.0879585812397489e-09
Position 697: 7.758754932660169e-11
Position 651: 5.7964276396552853e-11
Position 246: 3.569968239126683e-11
Position 174: 4.22317780103274e-12
Position 702: 3.0387731450490565e-18
